sample_id,regime,decode_mode,sample_path,window,slew_limit,mode,parse_errors,frames_260,status,point_mae,point_p95_abs_error,delta_mae,delta_p95_abs_error,oversmoothed_ratio,undersmoothed_ratio,target_pos_saturation_ratio,target_neg_saturation_ratio,replay_pos_saturation_ratio,replay_neg_saturation_ratio
city_20260418_transition_compression,city_transition_compression,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_seg_IGN_ON_20260418_181012_007.ndjson,rel:29.0->rel:44.0,175.0,identity,0,667,ok,4.142,56.3,8.297,81.0,0.107,0.005,0.0,0.0,0.0,0.0
city_20260418_transition_settle_tail,city_transition_settle_tail,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_seg_IGN_ON_20260418_181012_007.ndjson,rel:44.0->rel:59.0,175.0,identity,0,651,ok,149.009,1270.0,44.683,176.0,0.237,0.092,0.0,0.091,0.0,0.118
