sample_id,regime,decode_mode,sample_path,slew_limit,mode,parse_errors,frames_260,status,point_mae,point_p95_abs_error,delta_mae,delta_p95_abs_error,oversmoothed_ratio,undersmoothed_ratio,target_pos_saturation_ratio,target_neg_saturation_ratio,replay_pos_saturation_ratio,replay_neg_saturation_ratio
compact_184921,compact_partial,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/toyota_seg_IGN_ON_20260311_184921_000.ndjson,75.0,bounded,0,7877,ok,91.218,380.2,59.924,194.0,0.235,0.204,0.0,0.036,0.0,0.029
compact_184921,compact_partial,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/toyota_seg_IGN_ON_20260311_184921_000.ndjson,100.0,bounded,0,7877,ok,65.1,253.2,54.922,168.0,0.236,0.165,0.0,0.036,0.0,0.032
compact_184921,compact_partial,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/toyota_seg_IGN_ON_20260311_184921_000.ndjson,50.0,identity,0,7877,ok,140.107,530.4,63.527,220.0,0.222,0.256,0.0,0.036,0.0,0.026
compact_184921,compact_partial,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/toyota_seg_IGN_ON_20260311_184921_000.ndjson,75.0,identity,0,7877,ok,82.861,341.2,60.138,193.0,0.221,0.211,0.0,0.036,0.0,0.031
compact_184921,compact_partial,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/toyota_seg_IGN_ON_20260311_184921_000.ndjson,100.0,identity,0,7877,ok,54.817,219.2,55.008,167.0,0.221,0.171,0.0,0.036,0.0,0.033
city_20260418_163135,city_active,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_163135_000.ndjson,50.0,bounded,0,12794,ok,290.102,1573.9,70.6,258.0,0.292,0.208,0.002,0.088,0.0,0.078
city_20260418_163135,city_active,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_163135_000.ndjson,75.0,bounded,0,12794,ok,268.533,1486.5,66.562,254.4,0.293,0.169,0.002,0.088,0.0,0.081
city_20260418_163135,city_active,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_163135_000.ndjson,100.0,bounded,0,12794,ok,253.319,1449.2,61.428,249.0,0.294,0.138,0.002,0.088,0.0,0.083
city_20260418_163135,city_active,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_163135_000.ndjson,50.0,identity,0,12794,ok,147.737,678.35,71.624,222.0,0.256,0.247,0.002,0.088,0.0,0.092
city_20260418_163135,city_active,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_163135_000.ndjson,75.0,identity,0,12794,ok,99.514,411.0,67.402,195.0,0.256,0.204,0.002,0.088,0.0,0.089
city_20260418_163135,city_active,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_163135_000.ndjson,100.0,identity,0,12794,ok,74.277,306.05,61.781,169.0,0.255,0.17,0.002,0.088,0.0,0.088
city_20260418_175240,city_hold,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_175240_000.ndjson,50.0,bounded,0,12104,ok,1060.264,7150.0,94.712,259.0,0.408,0.274,0.099,0.066,0.089,0.055
city_20260418_175240,city_hold,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_175240_000.ndjson,75.0,bounded,0,12104,ok,991.158,6896.7,89.404,257.0,0.411,0.221,0.099,0.066,0.093,0.058
city_20260418_175240,city_hold,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_175240_000.ndjson,100.0,bounded,0,12104,ok,951.414,6896.7,82.488,256.0,0.413,0.18,0.099,0.066,0.095,0.061
city_20260418_175240,city_hold,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_175240_000.ndjson,50.0,identity,0,12104,ok,419.395,2273.85,96.367,224.0,0.343,0.332,0.099,0.066,0.093,0.06
city_20260418_175240,city_hold,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_175240_000.ndjson,75.0,identity,0,12104,ok,287.768,1480.55,90.823,196.0,0.343,0.269,0.099,0.066,0.098,0.061
city_20260418_175240,city_hold,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260418/raw_can_logs/toyota_all_20260418_175240_000.ndjson,100.0,identity,0,12104,ok,208.085,754.8,83.422,170.0,0.343,0.223,0.099,0.066,0.099,0.063
entry_20260426_015302,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_015302_000.ndjson,50.0,bounded,0,12246,ok,297.121,1373.0,80.328,266.0,0.318,0.258,0.002,0.096,0.0,0.083
entry_20260426_015302,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_015302_000.ndjson,75.0,bounded,0,12246,ok,271.288,1266.75,76.647,262.0,0.32,0.212,0.002,0.096,0.0,0.087
entry_20260426_015302,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_015302_000.ndjson,100.0,bounded,0,12246,ok,254.386,1262.0,71.018,260.0,0.321,0.169,0.002,0.096,0.0,0.09
entry_20260426_015302,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_015302_000.ndjson,50.0,identity,0,12246,ok,162.699,686.5,81.696,287.0,0.277,0.302,0.002,0.096,0.0,0.098
entry_20260426_015302,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_015302_000.ndjson,75.0,identity,0,12246,ok,106.556,438.0,77.885,217.8,0.277,0.251,0.002,0.096,0.0,0.095
entry_20260426_015302,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_015302_000.ndjson,100.0,identity,0,12246,ok,79.236,333.0,71.623,181.0,0.276,0.203,0.002,0.096,0.0,0.094
entry_20260426_042139,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_042139_000.ndjson,50.0,bounded,0,12191,ok,1060.671,8332.5,125.226,328.1,0.505,0.291,0.011,0.261,0.0,0.237
entry_20260426_042139,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_042139_000.ndjson,75.0,bounded,0,12191,ok,976.763,8313.5,121.285,350.55,0.509,0.243,0.011,0.261,0.003,0.245
entry_20260426_042139,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_042139_000.ndjson,100.0,bounded,0,12191,ok,934.226,8096.0,115.257,371.55,0.512,0.198,0.011,0.261,0.005,0.249
entry_20260426_042139,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_042139_000.ndjson,50.0,identity,0,12191,ok,673.509,2889.5,128.133,330.55,0.391,0.403,0.011,0.261,0.0,0.291
entry_20260426_042139,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_042139_000.ndjson,75.0,identity,0,12191,ok,457.984,1658.5,123.479,352.65,0.39,0.346,0.011,0.261,0.0,0.276
entry_20260426_042139,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_042139_000.ndjson,100.0,identity,0,12191,ok,336.689,1109.0,115.616,373.0,0.389,0.289,0.011,0.261,0.002,0.27
entry_20260426_053902,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_053902_000.ndjson,50.0,bounded,0,12379,ok,245.677,869.0,45.338,226.0,0.221,0.127,0.002,0.175,0.0,0.164
entry_20260426_053902,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_053902_000.ndjson,75.0,bounded,0,12379,ok,233.866,869.0,42.829,199.0,0.222,0.101,0.002,0.175,0.0,0.167
entry_20260426_053902,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_053902_000.ndjson,100.0,bounded,0,12379,ok,224.952,869.0,39.63,173.0,0.223,0.079,0.002,0.175,0.0,0.169
entry_20260426_053902,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_053902_000.ndjson,50.0,identity,0,12379,ok,130.142,417.0,46.267,215.0,0.158,0.17,0.002,0.175,0.0,0.173
entry_20260426_053902,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_053902_000.ndjson,75.0,identity,0,12379,ok,94.39,261.1,43.44,189.0,0.158,0.134,0.002,0.175,0.0,0.172
entry_20260426_053902,entry_side,no_b1_flip,/mnt/d/Temp/20260312/raw_can_logs/20260426/raw_can_logs/toyota_all_20260426_053902_000.ndjson,100.0,identity,0,12379,ok,74.514,173.1,39.67,164.0,0.157,0.107,0.002,0.175,0.0,0.172
